"workerid","document","chain","clozeIndex","original","gloss","response","condition","trialnum"
"18","025","10",0,"It was off to a bad start as soon as I walked in the door.","It was off to a bad start as soon as I walked in the door.","The weather in Michigan winters sucks, especially in this old house.","original",1
"18","033","76",1,"At this point, she finally decides to get off the phone and gets huffy with the waitress about the ""defective teabag'' and how she needs to place her order ""right now because she's in a hurry.''","At this point, she finally decides to get off the phone and gets huffy with the waitress about the ""defective teabag'' and how she needs to place her order ""right now because she's in a hurry.''","Now my tea is so strong I can't drink it.","original",2
"18","191","11",4,"Our son was now behaving the way you would expect an 18-month-old to behave after sitting in a high chair for nearly an hour watching other people eat.","Our son was now behaving the way you would expect an 18-month-old to behave after sitting in a high chair for nearly an hour watching other people eat.","He eventually wore out and crashed.","original",3
"18","196","68",6,"The manager shouted after them that they had not paid their bill, and the man shouted back something that I can't repeat on a family site.","The manager shouted after them that they had not paid their bill, and the man shouted back something that I can't repeat on a family site.","After the third steak, the man was getting visibly agitated, and appeared to become violent.","original",4
"18","023","88",1,"I interrupted her stating, ""I will go get my manager,'' and walked away.","I interrupted her stating, ""I will go get my manager,'' and walked away.","I told the guest that their coupons were not any good here.","original",5
"18","023","88",1,"I interrupted her stating, ""I will go get my manager,'' and walked away.","I interrupted her stating, ""I will go get my manager,'' and walked away.","I told the guest that their coupons were not any good here.","original",5
"18","177","168",0,"My husband and I decided to just order a couple of sodas and desserts as we had a big breakfast earlier in the day and we explained to the waitress that our two orders would be on a separate ticket which seemed to confuse her.","My husband and I decided to just order a couple of sodas and desserts as we had a big breakfast earlier in the day and we explained to the waitress that our two orders would be on a separate ticket which seemed to confuse her.","My wife came completely unglued and threatened to sue the restaurant.","original",6
"18","022","48",1,"In reality this ""judge'' was trying to hide his martini on the floor.","In reality this ""judge'' was trying to hide his martini on the floor.","The patron was unruly, but looked too drunk to do anything about it.","original",7
"18","248","86",0,"After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","We did not know what the bill would look like, since the rest of the experience was so bad.","original",8
"18","243","41",1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.","We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.","We love this restaurant.","original",9
"18","086","40",0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.","The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.","The waitress either can't hear or doesn't pay attention.","original",10
"18","120","41",0,"The food was good, the service was good, we had a fun time.","The food was good, the service was good, we had a fun time.","We ended up carrying on quite a conversation with the waitress.","original",11
"18","271","18",0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The annoying waiter was a real douche.","original",12
"18","063","84",1,"The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","We told him it was great.","original",13
"18","050","110",3,"I wonder, however, what we could have done differently to avoid his attitude.","I wonder, however, what we could have done differently to avoid his attitude.","We will not be back.","original",14
"18","153","22",1,"It was a good thing that they didn't prepare my meal before giving me the price!","It was a good thing that they didn't prepare my meal before giving me the price!","I have never been so embarrassed.","original",15
"18","151","102",7,"We started on our way out of the restaurant.","We started on our way out of the restaurant.","We got up and began to walk out of the restaurant.","original",16
"18","171","29",0,"It happened on a bank holiday and I was not at work that day.","It happened on a bank holiday and I was not at work that day.","The next location was extremely small.","original",17
"19","063","84",1,"The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","A server had just brought out food.","original",1
"19","271","18",0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","Our waiter was totally awful. ","original",2
"19","033","76",0,"Of course, she breaks the teabag inside.","Of course, she breaks the teabag inside.","Martha has been being a complete pain all night.","original",3
"19","023","88",5,"He told them they were no longer welcome.","He told them they were no longer welcome.","I made it clear that I wouldn't tolerate that type of behavior either.","original",4
"19","086","40",1,"I always had to speak up and try to get her attention for a refill.","I always had to speak up and try to get her attention for a refill.","The waitress was helpful but seemed to dislike me.","original",5
"19","151","102",7,"We started on our way out of the restaurant.","We started on our way out of the restaurant.","We began leaving the restaurant.","original",6
"19","022","78",1,"If anyone should know better, you'd think it was him, except for his sense of entitlement.","If anyone should know better, you'd think it was him, except for his sense of entitlement.","We enjoyed the night just fine.","original",7
"19","177","20",1,"A couple of months ago my husband and I were out running errands and decide to meet up with some friends at a local ""Mom & Pop'' restaurant.","A couple of months ago my husband and I were out running errands and decide to meet up with some friends at a local ""Mom & Pop'' restaurant.","We spotted a couple of friends there.","original",8
"19","050","110",3,"I wonder, however, what we could have done differently to avoid his attitude.","I wonder, however, what we could have done differently to avoid his attitude.","He offered to take it back to the kitchen to heat it up","original",9
"19","153","22",1,"It was a good thing that they didn't prepare my meal before giving me the price!","It was a good thing that they didn't prepare my meal before giving me the price!","I had no money to pay. ","original",10
"19","120","41",0,"The food was good, the service was good, we had a fun time.","The food was good, the service was good, we had a fun time.","I was happy to be out at lunch.","original",11
"19","243","21",0,"After perusing our menus, the waitress came over to take our order.","After perusing our menus, the waitress came over to take our order.","The waitress asked for my order.","original",12
"19","196","68",5,"He then would throw that steak on the table, get another one out of the box, throw it on the scale, and again, exclaim:  ""10 ounces!''","He then would throw that steak on the table, get another one out of the box, throw it on the scale, and again, exclaim:  ""10 ounces!''","The couple ate some and decided to run out on the bill.","original",13
"19","191","133",0,"We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.","We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.","We'd been waiting for food for nearly forty minutes","original",14
"19","248","86",1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.","When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.","They offered to make me a fresh new pie. ","original",15
"19","171","58",0,"It's freezing this time of year so I didn't want to sit near the door.","It's freezing this time of year so I didn't want to sit near the door.","I went to a restaurant and they told me to wait for an open table. ","original",16
"19","025","10",1,"It's freezing this time of year so I didn't want to sit near the door.","It's freezing this time of year so I didn't want to sit near the door.","My day was horrible.","original",17
"20","023","88",4,"He told her and her husband that he didn't appreciate their rude treatment of his staff, which happened every time they came in.","He tell.","He asked a question about the restaurant.","caveman",1
"20","248","86",0,"After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","I order.","I called the restaurant","caveman",2
"20","063","84",1,"The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","Server start.","The food was great.","caveman",3
"20","025","10",0,"It was off to a bad start as soon as I walked in the door.","It be.","The dessert was served.","caveman",4
"20","151","102",7,"We started on our way out of the restaurant.","We start on way.","I asked for the manager.","caveman",5
"20","153","22",0,"I ordered a fairly simple meal, and it was only when I opened my wallet that I suddenly realised I had forgotten to go to the bank.","I order.","I ordered a meal.","caveman",6
"20","086","40",1,"I always had to speak up and try to get her attention for a refill.","I have.","I accepted her offer.","caveman",7
"20","022","78",0,"As I said, we did not allow it to tarnish our evening.","We not allow.","The waiter suggested an option.","caveman",8
"20","271","18",0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","Waiter say.","The service was horrible","caveman",9
"20","171","58",0,"It's freezing this time of year so I didn't want to sit near the door.","It freezing.","I arrived at the restaurant.","caveman",10
"20","050","110",3,"I wonder, however, what we could have done differently to avoid his attitude.","I wonder.","I complained to the manager","caveman",11
"20","191","11",3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.","We be.","My son began to throw a tantrum","caveman",12
"20","243","41",0,"The food was good, the service was good, we had a fun time.","Food good.","We arrived at the restaurant.","caveman",13
"20","120","41",0,"The food was good, the service was good, we had a fun time.","Food good.","We were greeted by the hostess","caveman",14
"20","177","168",2,"I was so embarrassed by the spectacle she made us into that I just wanted to leave.","I embarrassed.","Everyone laughs at him.","caveman",15
"20","196","68",3,"He put the box and the scale down on their table, and proceeded to pull raw steaks out of the box.","He put on table.","The man asks for the time.","caveman",16
"20","033","76",0,"Of course, she breaks the teabag inside.","She break.","We argued about what we would get.","caveman",17
"21","086","40",1,"I always had to speak up and try to get her attention for a refill.","I always had to speak up and try to get her attention for a refill.","when they were half full","original",1
"21","063","84",1,"The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","She came back and asked us about the meal.","original",2
"21","151","62",0,"At this point I'm just sticking around to watch the show.","At this point I'm just sticking around to watch the show.","I found a snot rag in my salad.","original",3
"21","196","68",6,"The manager shouted after them that they had not paid their bill, and the man shouted back something that I can't repeat on a family site.","The manager shouted after them that they had not paid their bill, and the man shouted back something that I can't repeat on a family site.","The man next to us thought they weren't giving him the full size of steak he ordered.","original",4
"21","271","18",0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","We stayed at the table longer than normal and I tipped more than I should have.","original",5
"21","025","10",0,"It was off to a bad start as soon as I walked in the door.","It was off to a bad start as soon as I walked in the door.","It's so cold out now and the door is drafty.","original",6
"21","243","41",0,"The food was good, the service was good, we had a fun time.","The food was good, the service was good, we had a fun time.","We're friendly, but I'm shy.","original",7
"21","050","110",1,"The dish was not hot and barely palatable; I believe he deliberately left it sitting before he brought it out as there were not enough other customers for the kitchen to be backed up.","The dish was not hot and barely palatable; I believe he deliberately left it sitting before he brought it out as there were not enough other customers for the kitchen to be backed up.","We are on a fixed income.","original",8
"21","248","86",0,"After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","The waitress made several mistakes on our order.","original",9
"21","023","88",1,"I interrupted her stating, ""I will go get my manager,'' and walked away.","I interrupted her stating, ""I will go get my manager,'' and walked away.","They had brought coupons in that we didn't normally accept.","original",10
"21","177","168",2,"I was so embarrassed by the spectacle she made us into that I just wanted to leave.","I was so embarrassed by the spectacle she made us into that I just wanted to leave.","It's like they thought we were divorced.","original",11
"21","022","78",1,"If anyone should know better, you'd think it was him, except for his sense of entitlement.","If anyone should know better, you'd think it was him, except for his sense of entitlement.","We made up for the evening later on.","original",12
"21","191","133",0,"We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.","We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.","It was hard to believe that they already had their food.","original",13
"21","033","76",0,"Of course, she breaks the teabag inside.","Of course, she breaks the teabag inside.","I looked at the rude woman on her cellphone as she held up the rest of the line.","original",14
"21","171","58",0,"It's freezing this time of year so I didn't want to sit near the door.","It's freezing this time of year so I didn't want to sit near the door.","They told me that the booth was reserved and so I couldn't have it.","original",15
"21","153","22",1,"It was a good thing that they didn't prepare my meal before giving me the price!","It was a good thing that they didn't prepare my meal before giving me the price!","I had no idea how I was going to pay for the food.","original",16
"21","120","41",0,"The food was good, the service was good, we had a fun time.","The food was good, the service was good, we had a fun time.","We decided to try the new restaurant with good reviews.","original",17
"22","196","68",6,"The manager shouted after them that they had not paid their bill, and the man shouted back something that I can't repeat on a family site.","Manager shout after they.","Man leave.","caveman",1
"22","120","41",0,"The food was good, the service was good, we had a fun time.","Food good.","We decide.","caveman",2
"22","248","86",0,"After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","I order.","Group sit.","caveman",3
"22","023","88",1,"I interrupted her stating, ""I will go get my manager,'' and walked away.","I interrupt.","I apologize.","caveman",4
"22","191","11",4,"Our son was now behaving the way you would expect an 18-month-old to behave after sitting in a high chair for nearly an hour watching other people eat.","Son behave.","He make mistake.","caveman",5
"22","050","110",3,"I wonder, however, what we could have done differently to avoid his attitude.","I wonder.","I ask.","caveman",6
"22","022","78",1,"If anyone should know better, you'd think it was him, except for his sense of entitlement.","You think.","We leave.","caveman",7
"22","243","41",1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.","We people.","We enter.","caveman",8
"22","271","18",2,"I usually tip well, but I gave the waiter 12%, which actually was too much.","I tip.","We leave.","caveman",9
"22","177","168",0,"My husband and I decided to just order a couple of sodas and desserts as we had a big breakfast earlier in the day and we explained to the waitress that our two orders would be on a separate ticket which seemed to confuse her.","Husband decide.","I drop.","caveman",10
"22","153","22",0,"I ordered a fairly simple meal, and it was only when I opened my wallet that I suddenly realised I had forgotten to go to the bank.","I order.","I see.","caveman",11
"22","086","40",1,"I always had to speak up and try to get her attention for a refill.","I have.","I accept.","caveman",12
"22","063","84",0,"A few seconds later the server came to check on us and asked how our food was.","Seconds come.","I sit.","caveman",13
"22","151","102",5,"The salads with the dinners were delivered before the appetizer we ordered.","Salad deliver before appetizer.","Waiter ask.","caveman",14
"22","033","76",0,"Of course, she breaks the teabag inside.","She break.","He asks.","caveman",15
"22","171","29",0,"It happened on a bank holiday and I was not at work that day.","It happen on holiday.","We arrive.","caveman",16
"22","025","47",1,"At that point he also mentioned that the boss likes to sit at the booth I asked to sit in and that's why I couldn't sit there.","He mention.","He ask.","caveman",17
"23","196","68",6,"The manager shouted after them that they had not paid their bill, and the man shouted back something that I can't repeat on a family site.","Manager shout.","The couple walked out of the restaurant.","event_only",1
"23","191","11",4,"Our son was now behaving the way you would expect an 18-month-old to behave after sitting in a high chair for nearly an hour watching other people eat.","Son behave.","We apologized for the problem.","event_only",2
"23","063","84",1,"The server started arguing with my wife, ""I made sure the cook knew it had to be rare... the cook was going to leave it on longer but I made him take it off... etc.'' After a minute or so of listening to them argue about whether the burger was well done or rare, I just picked the burger patty up with both hands, they both stopped and looked at me, and I broke the burger patty in half with an audible snap.","Server start.","We then worked on eating the food.","event_only",3
"23","025","47",1,"At that point he also mentioned that the boss likes to sit at the booth I asked to sit in and that's why I couldn't sit there.","He mention.","He took our order.","event_only",4
"23","033","76",1,"At this point, she finally decides to get off the phone and gets huffy with the waitress about the ""defective teabag'' and how she needs to place her order ""right now because she's in a hurry.''","She decide.","We apologized many times.","event_only",5
"23","022","78",0,"As I said, we did not allow it to tarnish our evening.","We allow.","We stood around.","event_only",6
"23","050","110",1,"The dish was not hot and barely palatable; I believe he deliberately left it sitting before he brought it out as there were not enough other customers for the kitchen to be backed up.","Dish hot.","I still need to work.","event_only",7
"23","271","18",1,"Just to spite him, we remained at our table for nearly 3 hours.","We remain.","We thank him.","event_only",8
"23","248","86",1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.","I order.","Other people order their food.","event_only",9
"23","086","40",1,"I always had to speak up and try to get her attention for a refill.","I have.","We accept the offer.","event_only",10
"23","243","41",0,"The food was good, the service was good, we had a fun time.","Food good.","We made reservations.","event_only",11
"23","171","29",1,"It was also pouring with rain outside and the restaurant was very busy with only about two tables free.","It pour.","We were surprised.","event_only",12
"23","120","41",2,"We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.","We seat.","We sat down.","event_only",13
"23","151","62",0,"At this point I'm just sticking around to watch the show.","I stick.","I pushed.","event_only",14
"23","023","88",1,"I interrupted her stating, ""I will go get my manager,'' and walked away.","I interrupt.","I apologized.","event_only",15
"23","153","22",0,"I ordered a fairly simple meal, and it was only when I opened my wallet that I suddenly realised I had forgotten to go to the bank.","I order.","It worked.","event_only",16
"23","177","20",1,"A couple of months ago my husband and I were out running errands and decide to meet up with some friends at a local ""Mom & Pop'' restaurant.","Couple run.","Sister orders.","event_only",17
"24","177","168",0,"My husband and I decided to just order a couple of sodas and desserts as we had a big breakfast earlier in the day and we explained to the waitress that our two orders would be on a separate ticket which seemed to confuse her.","My husband and I decided to just order a couple of sodas and desserts as we had a big breakfast earlier in the day and we explained to the waitress that our two orders would be on a separate ticket which seemed to confuse her.","My friend knocked over a dessert cart at a restaurant.","original",1
"24","271","18",0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","Our waiter kept trying to rush us to finish our meals.","original",2
"24","171","29",0,"It happened on a bank holiday and I was not at work that day.","It happened on a bank holiday and I was not at work that day.","I couldn't enjoy my meal, because of two screaming babies in the restaurant.","original",3
"24","151","102",7,"We started on our way out of the restaurant.","We started on our way out of the restaurant.","We got up and headed for the door.","original",4
"24","196","68",3,"He put the box and the scale down on their table, and proceeded to pull raw steaks out of the box.","He put the box and the scale down on their table, and proceeded to pull raw steaks out of the box.","The man got up, scoffed at the manager and walked towards the door.","original",5
"24","086","40",0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.","The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.","My waitress wasn't very attentive.","original",6
"24","063","84",0,"A few seconds later the server came to check on us and asked how our food was.","A few seconds later the server came to check on us and asked how our food was.","My wife told the server that her steak was overcooked.","original",7
"24","023","88",5,"He told them they were no longer welcome.","He told them they were no longer welcome.","The couple were so disrespectful to me.","original",8
"24","120","125",1,"He was standing next to me, but I did my best to concentrate on my soda and be polite.","He was standing next to me, but I did my best to concentrate on my soda and be polite.","It seemed as though he was going to kiss my mum.","original",9
"24","243","41",1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.","We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.","The restaurant seemed loud with all the people talking.","original",10
"24","248","86",0,"After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","After we ordered the waitress came back and apologized saying they were out of the pecan pie I had ordered.","I'm never going to this restaurant again.","original",11
"24","033","76",0,"Of course, she breaks the teabag inside.","Of course, she breaks the teabag inside.","The woman kept changing her order, and had been talking on her phone for five minutes.","original",12
"24","050","110",1,"The dish was not hot and barely palatable; I believe he deliberately left it sitting before he brought it out as there were not enough other customers for the kitchen to be backed up.","The dish was not hot and barely palatable; I believe he deliberately left it sitting before he brought it out as there were not enough other customers for the kitchen to be backed up.","Our server was extremely rude to us at the restaurant.","original",13
"24","153","22",1,"It was a good thing that they didn't prepare my meal before giving me the price!","It was a good thing that they didn't prepare my meal before giving me the price!","The waitress told me there was an ATM next door if I needed to get cash.","original",14
"24","022","48",1,"In reality this ""judge'' was trying to hide his martini on the floor.","In reality this ""judge'' was trying to hide his martini on the floor.","The man loudly complained and then proceeded to knock a glass off the bar.","original",15
"24","025","10",1,"It's freezing this time of year so I didn't want to sit near the door.","It's freezing this time of year so I didn't want to sit near the door.","I noticed a server on staff that day was the same one who'd been rude to me before.","original",16
"24","191","11",4,"Our son was now behaving the way you would expect an 18-month-old to behave after sitting in a high chair for nearly an hour watching other people eat.","Our son was now behaving the way you would expect an 18-month-old to behave after sitting in a high chair for nearly an hour watching other people eat.","My kid started to scream loudly, because he was tired.","original",17
